Age,Gender,Occupation,Annual_Income_USD,Marital_Status,Has_Children,Hotel_Stay_Frequency,Preferred_Hotel_Type,Typical_Length_of_Stay,Stay_Reason,Comfort_With_Smart_Features,WiFi_Importance,Mobile_Checkin_Usage,Allow_Data_For_Personalization,Valued_Aspects,Smart_Features_Desired,Common_Challenges,Average_Spend_Per_Night,Willingness_To_Pay_Extra,Would_Recommend_AI_Hotel,AI_Preference_Score,Willing_To_Stay_At_IntelliStay,Willing_To_Share_Preferences
53,Male,Entrepreneur,19059,Married,No,1–2,Budget,2–3 nights,Transit,Yes,Very Important,Sometimes,Yes,"Food Quality, Staff Friendliness, Technology","Smart Lighting, Personalized Room Temperature","Noisy rooms, Lack of personalization, Long check-in times",86,$10–$20,Yes,7,Yes,Yes
27,Female,Student,98632,Single,Yes,1–2,Airbnb,1 night,Leisure,Yes,Somewhat Important,Always,Yes,Privacy,"Smart Lighting, AI Concierge, Personalized Room Temperature","Noisy rooms, Long check-in times, Poor Wi-Fi",159,$5–$10,No,7,Yes,Yes
22,Male,Working Professional,11569,Single,Yes,3–5,Business,1 night,Business,Yes,Very Important,Always,No,Ambience,AI Concierge,"Lack of personalization, Noisy rooms",138,$5–$10,No,7,Yes,Yes
17,Female,Working Professional,74370,Divorced,Yes,1–2,Budget,4–6 nights,Leisure,Yes,Very Important,Never,Yes,"Cleanliness, Food Quality, Ambience","AI Concierge, Smart Lighting, Mood Music",Other,99,$5–$10,Yes,6,Yes,Yes
49,Male,Student,26467,Single,No,1–2,Airbnb,1 night,Leisure,Yes,Somewhat Important,Never,Yes,"Staff Friendliness, Privacy","Smart Mirror, AI Concierge, Personalized Room Temperature",Poor Wi-Fi,143,< $5,Yes,6,Yes,Yes
41,Prefer not to say,Other,28869,Widowed,No,1–2,Luxury,2–3 nights,Transit,No,Very Important,Always,Yes,"Technology, Privacy","Personalized Room Temperature, Mood Music","Lack of personalization, Other, Long check-in times",101,$5–$10,Yes,7,No,Yes
34,Male,Working Professional,14753,Single,No,6–10,Luxury,2–3 nights,Business,Yes,Very Important,Always,Yes,Cleanliness,Mood Music,"Long check-in times, Lack of personalization",139,$10–$20,No,10,Yes,Yes
37,Male,Working Professional,34042,Married,Yes,6–10,Boutique,2–3 nights,Event,Yes,Somewhat Important,Sometimes,No,"Technology, Cleanliness, Food Quality",Smart Lighting,"Lack of personalization, Noisy rooms",138,$5–$10,Yes,6,Yes,Yes
23,Male,Working Professional,15734,Married,Yes,3–5,Business,2–3 nights,Leisure,No,Very Important,Always,No,Technology,"Smart Mirror, AI Concierge, Smart Lighting","Noisy rooms, Long check-in times",145,$5–$10,No,6,No,Yes
59,Male,Working Professional,1602,Divorced,No,3–5,Luxury,1 night,Business,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Technology, Food Quality","Smart Lighting, AI Concierge",Long check-in times,216,$5–$10,Yes,6,Yes,Yes
36,Female,Student,12698,Married,No,More than 10,Airbnb,2–3 nights,Event,No,Very Important,Always,Yes,Privacy,Smart Lighting,"Poor Wi-Fi, Long check-in times, Other",167,< $5,No,7,No,Yes
36,Prefer not to say,Entrepreneur,255,Married,No,1–2,Airbnb,1 night,Leisure,Yes,Very Important,Always,Yes,Privacy,AI Concierge,Other,169,$20+,Yes,10,Yes,No
42,Male,Other,153318,Single,No,1–2,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Staff Friendliness, Ambience","Personalized Room Temperature, Smart Mirror",Poor Wi-Fi,93,$5–$10,No,5,Yes,No
39,Male,Working Professional,134959,Single,No,1–2,Airbnb,2–3 nights,Transit,Yes,Very Important,Never,No,"Food Quality, Cleanliness, Ambience","Mood Music, AI Concierge","Other, Noisy rooms, Lack of personalization",44,< $5,Yes,10,Yes,Yes
37,Female,Working Professional,20111,Divorced,Yes,1–2,Airbnb,2–3 nights,Leisure,Yes,Somewhat Important,Always,Yes,"Technology, Privacy","Personalized Room Temperature, Smart Mirror, Smart Lighting","Long check-in times, Other, Noisy rooms",110,$5–$10,Yes,8,Yes,Yes
27,Female,Entrepreneur,52132,Single,No,3–5,Boutique,1 night,Leisure,Yes,Very Important,Sometimes,Yes,"Staff Friendliness, Ambience","Mood Music, Smart Lighting",Noisy rooms,95,$20+,Yes,5,No,Yes
39,Female,Entrepreneur,16974,Single,No,More than 10,Business,2–3 nights,Business,Yes,Very Important,Always,Yes,"Food Quality, Staff Friendliness, Privacy","Personalized Room Temperature, Smart Lighting, Smart Mirror","Noisy rooms, Poor Wi-Fi, Lack of personalization",149,$5–$10,Yes,6,Yes,Yes
53,Male,Working Professional,44479,Married,Yes,3–5,Boutique,2–3 nights,Leisure,Yes,Very Important,Always,Yes,"Ambience, Privacy, Technology","Personalized Room Temperature, Smart Lighting","Noisy rooms, Long check-in times, Poor Wi-Fi",110,$5–$10,Yes,3,Yes,Yes
48,Male,Working Professional,65478,Single,No,3–5,Business,7+ nights,Event,Yes,Very Important,Never,Yes,Cleanliness,Personalized Room Temperature,"Noisy rooms, Other, Long check-in times",186,$5–$10,Yes,7,Yes,Yes
50,Female,Working Professional,117314,Widowed,Yes,More than 10,Airbnb,2–3 nights,Leisure,Yes,Not Important,Sometimes,No,"Privacy, Staff Friendliness","Mood Music, Personalized Room Temperature","Noisy rooms, Poor Wi-Fi, Long check-in times",33,$5–$10,Yes,9,Yes,No
29,Male,Entrepreneur,20447,Married,No,1–2,Business,2–3 nights,Other,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Technology","Smart Lighting, Personalized Room Temperature","Noisy rooms, Lack of personalization",106,< $5,Yes,7,No,Yes
25,Female,Entrepreneur,61169,Married,Yes,1–2,Airbnb,2–3 nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Privacy, Technology","Smart Lighting, Personalized Room Temperature","Other, Poor Wi-Fi",138,$10–$20,Yes,9,No,Yes
33,Male,Working Professional,12365,Divorced,No,3–5,Airbnb,7+ nights,Business,Yes,Very Important,Never,Yes,"Cleanliness, Technology, Privacy",Smart Lighting,"Noisy rooms, Poor Wi-Fi, Lack of personalization",71,$5–$10,Yes,8,Yes,Yes
35,Female,Working Professional,185558,Single,Yes,3–5,Boutique,4–6 nights,Event,Yes,Somewhat Important,Never,Yes,Technology,"Smart Mirror, Mood Music",Noisy rooms,165,$10–$20,Yes,9,Yes,Yes
45,Male,Retired,1044,Single,No,1–2,Boutique,2–3 nights,Other,Yes,Very Important,Always,Yes,"Privacy, Ambience, Technology",Personalized Room Temperature,"Lack of personalization, Noisy rooms",163,$5–$10,Yes,5,Yes,Yes
18,Female,Entrepreneur,37006,Married,No,3–5,Budget,2–3 nights,Other,No,Very Important,Always,Yes,Food Quality,"Smart Lighting, Mood Music",Poor Wi-Fi,98,< $5,Yes,9,Yes,Yes
50,Female,Other,43094,Single,No,3–5,Luxury,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,"Ambience, Food Quality, Privacy","Smart Lighting, AI Concierge, Personalized Room Temperature",Poor Wi-Fi,252,$10–$20,Yes,10,Yes,Yes
33,Female,Entrepreneur,46595,Married,No,3–5,Budget,2–3 nights,Leisure,No,Very Important,Sometimes,Yes,"Staff Friendliness, Cleanliness",Mood Music,Lack of personalization,64,$5–$10,No,10,Yes,Yes
30,Male,Working Professional,5130,Divorced,No,3–5,Budget,4–6 nights,Transit,Yes,Very Important,Never,No,Food Quality,AI Concierge,"Lack of personalization, Long check-in times",52,$10–$20,Yes,10,Yes,Yes
24,Female,Working Professional,111568,Married,Yes,3–5,Business,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,"Ambience, Staff Friendliness","Smart Lighting, Personalized Room Temperature, Mood Music","Long check-in times, Other, Noisy rooms",96,$10–$20,No,7,Yes,Yes
18,Female,Working Professional,263670,Single,Yes,1–2,Airbnb,1 night,Transit,Yes,Somewhat Important,Never,No,"Food Quality, Ambience","Mood Music, Smart Mirror","Other, Lack of personalization",129,$20+,Yes,5,Yes,Yes
43,Female,Student,38994,Widowed,Yes,3–5,Airbnb,4–6 nights,Other,No,Somewhat Important,Always,Yes,Privacy,"Personalized Room Temperature, Smart Mirror",Long check-in times,39,< $5,Yes,5,Yes,Yes
35,Female,Working Professional,10075,Married,No,1–2,Airbnb,4–6 nights,Leisure,Yes,Somewhat Important,Never,Yes,"Ambience, Cleanliness, Staff Friendliness","Smart Lighting, Personalized Room Temperature","Lack of personalization, Noisy rooms",150,< $5,Yes,7,Yes,Yes
22,Female,Entrepreneur,14681,Married,Yes,More than 10,Luxury,2–3 nights,Leisure,Yes,Not Important,Sometimes,Yes,"Technology, Food Quality, Staff Friendliness","Smart Mirror, AI Concierge",Lack of personalization,243,$5–$10,No,10,Yes,Yes
22,Female,Working Professional,31626,Single,No,3–5,Business,2–3 nights,Leisure,Yes,Very Important,Never,No,"Cleanliness, Food Quality, Staff Friendliness",AI Concierge,"Long check-in times, Lack of personalization, Noisy rooms",50,$5–$10,Yes,6,Yes,No
31,Male,Entrepreneur,21595,Divorced,No,3–5,Business,2–3 nights,Business,Yes,Very Important,Always,Yes,Privacy,"Personalized Room Temperature, Mood Music, Smart Mirror",Lack of personalization,129,$5–$10,Yes,7,Yes,Yes
51,Female,Working Professional,6984,Married,Yes,6–10,Airbnb,4–6 nights,Other,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Technology",Smart Lighting,"Noisy rooms, Long check-in times",167,< $5,Yes,9,Yes,Yes
32,Female,Other,7498,Married,Yes,3–5,Budget,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Cleanliness, Technology, Staff Friendliness","Mood Music, Smart Lighting, AI Concierge","Noisy rooms, Lack of personalization",158,$5–$10,No,1,Yes,Yes
19,Male,Student,21661,Married,Yes,3–5,Luxury,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,Privacy,"AI Concierge, Smart Lighting, Smart Mirror","Long check-in times, Noisy rooms",227,< $5,Yes,5,No,Yes
32,Male,Working Professional,56634,Single,No,6–10,Budget,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,"Privacy, Food Quality, Technology",Mood Music,"Lack of personalization, Long check-in times",96,$10–$20,No,10,Yes,Yes
32,Male,Working Professional,91297,Married,Yes,6–10,Boutique,4–6 nights,Event,Yes,Somewhat Important,Never,No,Technology,"AI Concierge, Smart Lighting, Mood Music",Long check-in times,219,$10–$20,Yes,9,Yes,Yes
8,Female,Working Professional,3515,Married,Yes,3–5,Business,2–3 nights,Other,No,Very Important,Sometimes,Yes,Privacy,"AI Concierge, Mood Music, Smart Mirror",Poor Wi-Fi,116,< $5,Yes,9,No,Yes
34,Female,Entrepreneur,19975,Single,No,1–2,Business,2–3 nights,Transit,No,Very Important,Sometimes,Yes,Technology,AI Concierge,"Lack of personalization, Poor Wi-Fi, Noisy rooms",94,$10–$20,Yes,5,Yes,Yes
32,Female,Entrepreneur,4225,Married,No,3–5,Budget,4–6 nights,Business,Yes,Very Important,Always,Yes,"Food Quality, Technology",Smart Lighting,"Noisy rooms, Long check-in times",213,$5–$10,Yes,10,No,Yes
41,Female,Working Professional,669,Divorced,Yes,6–10,Luxury,2–3 nights,Transit,Yes,Not Important,Never,Yes,Privacy,AI Concierge,"Lack of personalization, Other",101,$5–$10,No,5,Yes,Yes
53,Male,Working Professional,43355,Married,Yes,1–2,Business,2–3 nights,Other,No,Somewhat Important,Sometimes,Yes,"Ambience, Food Quality, Cleanliness","Smart Mirror, Mood Music, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi",173,< $5,Yes,7,Yes,Yes
46,Male,Working Professional,36897,Married,Yes,1–2,Budget,4–6 nights,Leisure,Yes,Not Important,Sometimes,No,"Technology, Privacy, Food Quality",Mood Music,"Long check-in times, Poor Wi-Fi, Lack of personalization",95,$10–$20,Yes,8,Yes,No
32,Male,Working Professional,7118,Married,No,6–10,Luxury,4–6 nights,Other,Yes,Very Important,Always,Yes,Staff Friendliness,"Personalized Room Temperature, Smart Mirror","Long check-in times, Noisy rooms, Other",56,$5–$10,Yes,9,Yes,No
23,Male,Retired,10653,Married,No,1–2,Budget,2–3 nights,Business,No,Very Important,Sometimes,No,Cleanliness,"Smart Mirror, Mood Music","Noisy rooms, Lack of personalization",56,< $5,Yes,8,Yes,Yes
60,Male,Entrepreneur,959,Single,Yes,6–10,Luxury,2–3 nights,Other,Yes,Somewhat Important,Always,No,Cleanliness,"Smart Mirror, Smart Lighting, Personalized Room Temperature","Lack of personalization, Noisy rooms",155,$20+,Yes,7,Yes,Yes
35,Male,Working Professional,72059,Single,Yes,3–5,Airbnb,2–3 nights,Leisure,Yes,Very Important,Always,Yes,"Staff Friendliness, Cleanliness","Mood Music, Personalized Room Temperature, Smart Mirror",Lack of personalization,66,$5–$10,No,3,Yes,Yes
35,Female,Entrepreneur,147063,Married,No,3–5,Luxury,2–3 nights,Transit,No,Very Important,Sometimes,Yes,"Privacy, Cleanliness","Personalized Room Temperature, Smart Lighting, Smart Mirror","Poor Wi-Fi, Lack of personalization",109,$20+,Yes,7,Yes,Yes
34,Female,Working Professional,5822,Married,No,1–2,Boutique,1 night,Event,Yes,Very Important,Always,Yes,"Privacy, Technology",Smart Lighting,"Other, Lack of personalization",87,$5–$10,Yes,3,Yes,Yes
36,Prefer not to say,Retired,10531,Married,Yes,6–10,Airbnb,4–6 nights,Transit,No,Very Important,Always,No,"Cleanliness, Ambience","Personalized Room Temperature, AI Concierge, Smart Mirror","Poor Wi-Fi, Noisy rooms",76,$10–$20,Yes,8,Yes,Yes
33,Non-Binary,Working Professional,81122,Married,No,3–5,Budget,2–3 nights,Leisure,No,Not Important,Sometimes,Yes,"Technology, Food Quality","Mood Music, Personalized Room Temperature, AI Concierge",Long check-in times,82,$10–$20,Yes,5,Yes,Yes
29,Female,Entrepreneur,104399,Single,Yes,3–5,Airbnb,2–3 nights,Leisure,No,Very Important,Always,Yes,"Cleanliness, Ambience, Privacy","Personalized Room Temperature, Smart Mirror",Long check-in times,130,$20+,Yes,7,Yes,Yes
29,Male,Retired,21763,Married,Yes,3–5,Airbnb,2–3 nights,Business,Yes,Somewhat Important,Sometimes,Yes,Staff Friendliness,"AI Concierge, Smart Mirror",Noisy rooms,30,$20+,Yes,6,Yes,Yes
34,Female,Working Professional,2077,Single,No,6–10,Budget,7+ nights,Other,Yes,Somewhat Important,Always,Yes,"Food Quality, Privacy","Smart Mirror, Mood Music, AI Concierge",Poor Wi-Fi,162,$20+,Yes,8,Yes,Yes
29,Female,Entrepreneur,1607,Married,No,More than 10,Budget,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,"Ambience, Staff Friendliness",Smart Mirror,"Long check-in times, Poor Wi-Fi",55,$5–$10,Yes,5,Yes,Yes
27,Male,Working Professional,34127,Married,No,3–5,Boutique,1 night,Transit,Yes,Very Important,Sometimes,Yes,Privacy,AI Concierge,Long check-in times,61,$10–$20,Yes,8,Yes,Yes
36,Male,Working Professional,19962,Single,No,3–5,Budget,1 night,Event,Yes,Very Important,Sometimes,No,"Ambience, Food Quality, Technology","Mood Music, Personalized Room Temperature, Smart Lighting","Long check-in times, Noisy rooms, Other",47,$10–$20,No,7,No,Yes
32,Female,Working Professional,1162,Single,No,More than 10,Business,2–3 nights,Event,Yes,Very Important,Always,No,"Staff Friendliness, Ambience, Privacy",Personalized Room Temperature,"Long check-in times, Poor Wi-Fi, Noisy rooms",133,< $5,Yes,7,No,No
50,Male,Other,35010,Married,No,3–5,Business,2–3 nights,Business,Yes,Very Important,Always,Yes,Technology,"Personalized Room Temperature, Mood Music",Lack of personalization,193,$20+,Yes,8,Yes,No
8,Female,Retired,454,Married,No,1–2,Boutique,2–3 nights,Leisure,Yes,Very Important,Always,Yes,Ambience,AI Concierge,Long check-in times,113,$5–$10,Yes,5,Yes,Yes
45,Female,Entrepreneur,61928,Single,No,1–2,Luxury,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,"Cleanliness, Ambience",Smart Mirror,Noisy rooms,141,< $5,Yes,5,Yes,No
47,Male,Entrepreneur,14636,Widowed,No,6–10,Luxury,1 night,Other,No,Very Important,Never,Yes,"Staff Friendliness, Technology","AI Concierge, Smart Lighting",Other,146,$5–$10,Yes,10,Yes,Yes
14,Male,Working Professional,1643,Married,Yes,3–5,Business,2–3 nights,Leisure,No,Very Important,Always,No,"Cleanliness, Staff Friendliness","Smart Lighting, Mood Music",Noisy rooms,157,$10–$20,No,4,Yes,Yes
31,Male,Retired,35503,Widowed,No,3–5,Budget,2–3 nights,Business,No,Very Important,Always,Yes,Ambience,AI Concierge,"Other, Lack of personalization, Poor Wi-Fi",69,$5–$10,No,10,Yes,Yes
31,Male,Working Professional,20278,Married,No,3–5,Boutique,1 night,Transit,Yes,Very Important,Always,Yes,"Ambience, Technology",Mood Music,Lack of personalization,199,$5–$10,Yes,7,Yes,Yes
20,Male,Working Professional,145680,Married,No,1–2,Luxury,1 night,Other,No,Very Important,Sometimes,Yes,"Staff Friendliness, Food Quality","Smart Lighting, Mood Music",Poor Wi-Fi,103,$5–$10,Yes,5,No,Yes
27,Female,Working Professional,31427,Divorced,Yes,3–5,Luxury,1 night,Event,No,Very Important,Sometimes,Yes,Food Quality,Personalized Room Temperature,Poor Wi-Fi,134,$10–$20,Yes,9,Yes,Yes
23,Male,Entrepreneur,12876,Married,No,1–2,Airbnb,1 night,Business,Yes,Very Important,Sometimes,No,Cleanliness,"Smart Mirror, Personalized Room Temperature, AI Concierge","Poor Wi-Fi, Other, Long check-in times",112,$20+,Yes,6,Yes,Yes
52,Female,Entrepreneur,49437,Married,No,3–5,Business,2–3 nights,Other,Yes,Very Important,Never,Yes,"Cleanliness, Technology, Food Quality","AI Concierge, Smart Lighting, Personalized Room Temperature",Poor Wi-Fi,97,$5–$10,No,8,Yes,Yes
44,Male,Working Professional,12670,Single,Yes,3–5,Budget,1 night,Other,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Ambience, Staff Friendliness","Personalized Room Temperature, Smart Lighting, AI Concierge","Other, Poor Wi-Fi, Long check-in times",166,$10–$20,Yes,9,No,No
47,Non-Binary,Student,93837,Married,No,3–5,Boutique,2–3 nights,Event,Yes,Very Important,Always,Yes,"Cleanliness, Food Quality, Technology",AI Concierge,"Lack of personalization, Long check-in times",151,< $5,Yes,8,Yes,Yes
42,Male,Entrepreneur,18782,Single,Yes,6–10,Luxury,1 night,Event,Yes,Very Important,Always,No,"Cleanliness, Technology, Staff Friendliness","Personalized Room Temperature, Mood Music, Smart Mirror","Poor Wi-Fi, Long check-in times, Other",30,< $5,Yes,8,No,No
23,Male,Student,233949,Single,Yes,6–10,Airbnb,7+ nights,Event,Yes,Very Important,Sometimes,Yes,"Ambience, Cleanliness, Food Quality","Mood Music, Personalized Room Temperature, Smart Lighting","Other, Poor Wi-Fi, Lack of personalization",140,$5–$10,Yes,8,No,Yes
29,Female,Entrepreneur,2075,Single,No,6–10,Business,4–6 nights,Business,No,Very Important,Sometimes,No,Ambience,"AI Concierge, Smart Lighting",Other,224,< $5,No,7,Yes,No
39,Female,Other,22213,Single,No,1–2,Business,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,Ambience,"Personalized Room Temperature, Smart Mirror, Smart Lighting",Other,129,$10–$20,Yes,9,Yes,No
22,Male,Working Professional,71438,Widowed,No,1–2,Boutique,2–3 nights,Transit,Yes,Very Important,Sometimes,Yes,Privacy,"Smart Lighting, Personalized Room Temperature, Mood Music","Poor Wi-Fi, Lack of personalization",94,$10–$20,No,5,Yes,Yes
42,Female,Working Professional,65523,Single,Yes,3–5,Luxury,2–3 nights,Other,No,Very Important,Sometimes,No,"Technology, Food Quality, Staff Friendliness","Smart Lighting, Smart Mirror",Long check-in times,100,$5–$10,Yes,10,No,Yes
32,Female,Entrepreneur,10160,Married,No,More than 10,Boutique,2–3 nights,Event,Yes,Somewhat Important,Never,Yes,Cleanliness,"AI Concierge, Mood Music, Personalized Room Temperature","Long check-in times, Other",91,$5–$10,Yes,7,No,Yes
31,Female,Entrepreneur,10251,Married,Yes,6–10,Boutique,1 night,Other,No,Very Important,Sometimes,Yes,Ambience,"Smart Mirror, Mood Music",Poor Wi-Fi,62,$20+,Yes,7,Yes,No
42,Male,Working Professional,67997,Married,Yes,6–10,Airbnb,2–3 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Privacy, Ambience","Smart Mirror, Smart Lighting, Personalized Room Temperature",Other,110,< $5,Yes,6,Yes,Yes
39,Male,Other,106598,Single,Yes,3–5,Business,2–3 nights,Leisure,No,Somewhat Important,Always,Yes,Cleanliness,Mood Music,"Noisy rooms, Other, Poor Wi-Fi",110,$5–$10,Yes,8,Yes,Yes
